,polyline,value
11,"[[16, 41.14768049999999, -8.609067000000001], [17, 41.14766999999999, -8.609256000000002], [18, 41.14765949999999, -8.609445000000003], [19, 41.14764899999999, -8.609634000000003], [20, 41.147649, -8.609634000000002], [21, 41.147712, -8.609841000000001], [22, 41.147775, -8.610048], [23, 41.14783799999999, -8.610255], [24, 41.14790099999999, -8.610462], [25, 41.147901, -8.610462], [26, 41.147865, -8.610408], [27, 41.147865, -8.610617999999999], [28, 41.147865, -8.610827999999998], [29, 41.147865, -8.611037999999997], [30, 41.147865, -8.611037999999999], [31, 41.147858, -8.611219666666665], [32, 41.147851, -8.611401333333331], [33, 41.147844000000006, -8.611582999999998], [34, 41.14783700000001, -8.611764666666664], [35, 41.14783000000001, -8.61194633333333], [36, 41.14782300000002, -8.612127999999997], [37, 41.14781600000002, -8.612309666666663], [38, 41.14780900000002, -8.61249133333333], [39, 41.14780200000003, -8.612672999999996], [40, 41.14779500000003, -8.612854666666662], [41, 41.147788000000034, -8.613036333333328], [42, 41.14778100000004, -8.613217999999994], [43, 41.14777400000004, -8.61339966666666], [44, 41.14776700000005, -8.613581333333327], [45, 41.14776000000005, -8.613762999999993], [46, 41.14775300000005, -8.61394466666666], [47, 41.147746000000055, -8.614126333333326], [48, 41.14773900000006, -8.614307999999992], [49, 41.14773200000006, -8.614489666666659], [50, 41.14772500000007, -8.614671333333325], [51, 41.14771800000007, -8.614852999999991], [52, 41.14771100000007, -8.615034666666658], [53, 41.14770400000008, -8.615216333333324], [54, 41.14769700000008, -8.61539799999999], [55, 41.14769000000008, -8.615579666666656], [56, 41.147683000000086, -8.615761333333323], [57, 41.14767600000009, -8.615942999999989], [58, 41.14766900000009, -8.616124666666655], [59, 41.147662000000096, -8.616306333333322], [60, 41.1476550000001, -8.616487999999988], [61, 41.1476480000001, -8.616669666666654], [62, 41.14764100000011, -8.61685133333332], [63, 41.14763400000011, -8.617032999999987], [64, 41.147627000000114, -8.617214666666653], [65, 41.14762000000012, -8.61739633333332], [66, 41.14761300000012, -8.617577999999986], [67, 41.14760600000013, -8.617759666666652], [68, 41.14759900000013, -8.617941333333318], [69, 41.14759200000013, -8.618122999999985], [70, 41.14758500000013, -8.618304666666651], [71, 41.14757800000014, -8.618486333333317], [72, 41.14757100000014, -8.618667999999984], [73, 41.14756400000015, -8.61884966666665], [74, 41.14755700000015, -8.619031333333316], [75, 41.14755000000015, -8.619212999999982], [76, 41.14754300000016, -8.619394666666649], [77, 41.14753600000016, -8.619576333333315], [78, 41.14752900000016, -8.619757999999981], [79, 41.147522000000166, -8.619939666666648], [80, 41.14751500000017, -8.620121333333314], [81, 41.14750800000017, -8.62030299999998], [82, 41.147501000000176, -8.620484666666647], [83, 41.14749400000018, -8.620666333333313], [84, 41.14748700000018, -8.62084799999998], [85, 41.147487, -8.620848], [86, 41.147559, -8.621055], [87, 41.147571, -8.621238], [88, 41.147583, -8.621421], [89, 41.147595, -8.621604], [90, 41.14762875, -8.621813249999999], [91, 41.1476625, -8.6220225], [92, 41.14769625, -8.622231750000001], [93, 41.14773, -8.622441000000002], [94, 41.14773, -8.622441], [95, 41.147802, -8.622486], [96, 41.147847, -8.622468], [97, 41.147874, -8.622504], [98, 41.1479025, -8.6226855], [99, 41.147931, -8.622867], [100, 41.1479595, -8.6230485], [101, 41.147988, -8.62323], [102, 41.1480165, -8.6234115], [103, 41.148045, -8.623593], [104, 41.148099, -8.623764000000001], [105, 41.148162, -8.623925999999999], [106, 41.14809, -8.624267999999999]]",121.0
8,"[[12, 41.14719000000001, -8.608815], [13, 41.14719, -8.608815], [14, 41.147262000000005, -8.608989], [15, 41.14733400000001, -8.609162999999999], [16, 41.14740600000001, -8.609336999999998], [17, 41.147478000000014, -8.609510999999998], [18, 41.14755000000002, -8.609684999999997], [19, 41.14762200000002, -8.609858999999997], [20, 41.147622000000005, -8.609859], [21, 41.147667000000006, -8.610068250000001], [22, 41.147712000000006, -8.610277500000002], [23, 41.147757000000006, -8.610486750000003], [24, 41.147802000000006, -8.610696000000004], [25, 41.147802, -8.610696], [26, 41.147986, -8.610643000000001], [27, 41.14816999999999, -8.610590000000002], [28, 41.14835399999999, -8.610537000000003], [29, 41.14853799999999, -8.610484000000003], [30, 41.14872199999999, -8.610431000000004], [31, 41.14890599999998, -8.610378000000004], [32, 41.14908999999998, -8.610325000000005], [33, 41.14927399999998, -8.610272000000005], [34, 41.14945799999997, -8.610219000000006], [35, 41.149458, -8.610218999999999], [36, 41.14964209090909, -8.61015518181818], [37, 41.149826181818185, -8.610091363636363], [38, 41.15001027272728, -8.610027545454544], [39, 41.15019436363637, -8.609963727272726], [41, 41.15056254545456, -8.60983609090909], [42, 41.15074663636366, -8.609772272727271], [43, 41.15093072727275, -8.609708454545453], [44, 41.151114818181846, -8.609644636363635], [45, 41.15129890909094, -8.609580818181817], [47, 41.151483000000006, -8.609517], [48, 41.1516315, -8.609634], [49, 41.15178, -8.609751], [50, 41.15178, -8.609751000000001], [51, 41.15197636363636, -8.609769000000002], [52, 41.15217272727272, -8.609787000000003], [53, 41.15236909090908, -8.609805000000003], [54, 41.152565454545446, -8.609823000000004], [55, 41.15276181818181, -8.609841000000005], [56, 41.15295818181817, -8.609859000000005], [57, 41.15315454545453, -8.609877000000006], [58, 41.153350909090896, -8.609895000000007], [59, 41.15354727272726, -8.609913000000008], [60, 41.15374363636362, -8.609931000000008], [61, 41.153939999999984, -8.60994900000001], [62, 41.15394, -8.609949], [63, 41.15413157142857, -8.609898857142857], [64, 41.154323142857145, -8.609848714285715], [65, 41.15451471428572, -8.609798571428572]]",79.0
0,"[[1, 41.146035, -8.610462], [2, 41.146185, -8.610291], [3, 41.14633500000001, -8.61012], [4, 41.14633500000001, -8.610120000000002], [5, 41.14644187500001, -8.609956875000002], [6, 41.14654875000001, -8.609793750000001], [7, 41.14665562500001, -8.609630625000001], [8, 41.14676250000001, -8.609467500000001]]",35.0
1,"[[20, 41.147631, -8.609286600000008], [21, 41.147496, -8.609409000000008], [22, 41.147496, -8.609409], [23, 41.147535600000005, -8.6096196], [24, 41.147575200000006, -8.609830200000001], [25, 41.14761480000001, -8.610040800000002], [26, 41.14765440000001, -8.610251400000003], [27, 41.14769400000001, -8.610462000000004]]",41.0
0,"[[9, 41.153868, -8.613238500000001], [12, 41.153661, -8.6126976], [13, 41.153643, -8.6124834]]",36.0
6,"[[44, 41.14771363636359, -8.613777272727265], [45, 41.1477077454545, -8.613958090909083], [46, 41.1477018545454, -8.6141389090909], [47, 41.14769596363631, -8.614319727272719], [48, 41.147690072727215, -8.614500545454536], [49, 41.14768418181812, -8.614681363636354], [50, 41.14767829090903, -8.614862181818172], [51, 41.147672399999934, -8.61504299999999], [52, 41.14766650909084, -8.615223818181807], [53, 41.14766061818175, -8.615404636363625], [54, 41.14765472727265, -8.615585454545442], [55, 41.14764883636356, -8.61576627272726], [56, 41.147642945454464, -8.615947090909078], [57, 41.14763705454537, -8.616127909090896], [58, 41.14763116363628, -8.616308727272713], [59, 41.14762527272718, -8.616489545454531], [60, 41.14761938181809, -8.616670363636349], [61, 41.147613490909, -8.616851181818166], [62, 41.1476075999999, -8.617031999999984], [63, 41.14760170909081, -8.617212818181802], [64, 41.14759581818171, -8.61739363636362], [65, 41.14758992727262, -8.617574454545437], [66, 41.147584036363526, -8.617755272727255], [67, 41.14757814545443, -8.617936090909073], [68, 41.14757225454534, -8.61811690909089], [69, 41.14756636363624, -8.618297727272708], [70, 41.14756047272715, -8.618478545454526], [71, 41.147554581818056, -8.618659363636343], [72, 41.14754869090896, -8.618840181818161], [73, 41.14754279999987, -8.619020999999979], [74, 41.147536909090775, -8.619201818181796], [75, 41.14753101818168, -8.619382636363614], [76, 41.14752512727259, -8.619563454545432], [77, 41.14751923636349, -8.61974427272725], [78, 41.1475133454544, -8.619925090909067], [79, 41.147507454545305, -8.620105909090885], [80, 41.14750156363621, -8.620286727272703], [81, 41.14749567272712, -8.62046754545452], [82, 41.14748978181802, -8.620648363636338], [83, 41.14748389090893, -8.620829181818156], [84, 41.14747799999984, -8.621009999999973], [85, 41.147478, -8.62101], [86, 41.147505, -8.621226], [87, 41.147532000000005, -8.621442], [88, 41.14755900000001, -8.621658], [89, 41.147559, -8.621658], [90, 41.147613, -8.621901], [91, 41.147667000000006, -8.622081]]",78.0
2,"[[15, 41.147334, -8.608734000000002], [16, 41.147424, -8.6089725], [17, 41.147514, -8.609210999999998], [18, 41.147514, -8.609211], [19, 41.147556, -8.60943], [20, 41.147598, -8.609649], [21, 41.14764, -8.609867999999999], [22, 41.14764, -8.609868], [23, 41.14767375, -8.61005475], [24, 41.1477075, -8.6102415], [25, 41.14774125, -8.610428250000002], [26, 41.147775, -8.610615000000003], [27, 41.14777500000001, -8.610615000000001], [28, 41.1477885, -8.61084], [29, 41.147802, -8.611065]]",48.0
0,"[[33, 41.15353949999997, -8.608677750000005], [34, 41.15353499999997, -8.608492500000006], [35, 41.15353049999997, -8.608307250000006], [36, 41.15352599999997, -8.608122000000007], [37, 41.153526, -8.608122], [38, 41.153472, -8.607996], [39, 41.153454, -8.607762], [40, 41.15343728571429, -8.607567857142856], [41, 41.153420571428576, -8.607373714285712], [42, 41.15340385714286, -8.607179571428569], [43, 41.15338714285715, -8.606985428571425], [44, 41.15337042857144, -8.606791285714282]]",39.0
0,"[[8, 41.153895000000006, -8.613189], [9, 41.153688, -8.613018], [10, 41.15367675, -8.61279525], [11, 41.1536655, -8.612572499999999], [12, 41.15365425, -8.612349749999998]]",32.0
0,"[[6, 41.14773, -8.620216200000002], [7, 41.147649, -8.620394400000002], [8, 41.147568, -8.620572600000003], [9, 41.147487, -8.620750800000003], [13, 41.14746900000001, -8.621343], [14, 41.147505, -8.6215635], [15, 41.147541, -8.621784000000002], [16, 41.147541, -8.621784], [17, 41.14759725, -8.62199325], [18, 41.1476535, -8.6222025], [19, 41.14770975, -8.622411750000001], [20, 41.147766, -8.622621000000002]]",69.0
9,"[[37, 41.148038571428565, -8.612206714285717], [38, 41.14807199999999, -8.612406000000004], [39, 41.148072, -8.612406000000002], [40, 41.1480598, -8.612588200000001], [41, 41.1480476, -8.6127704], [42, 41.1480354, -8.6129526], [43, 41.1480232, -8.6131348], [44, 41.148011, -8.613316999999999], [45, 41.1479988, -8.613499199999998], [46, 41.1479866, -8.613681399999997], [47, 41.1479744, -8.613863599999997], [48, 41.1479622, -8.614045799999996], [49, 41.14795, -8.614227999999995], [50, 41.1479378, -8.614410199999995], [51, 41.14792559999999, -8.614592399999994], [52, 41.14791339999999, -8.614774599999993], [53, 41.14790119999999, -8.614956799999993], [54, 41.14788899999999, -8.615138999999992], [55, 41.14787679999999, -8.615321199999991], [56, 41.14786459999999, -8.61550339999999], [57, 41.14785239999999, -8.61568559999999], [58, 41.14784019999999, -8.61586779999999], [59, 41.14782799999999, -8.616049999999989], [60, 41.14781579999999, -8.616232199999988], [61, 41.14780359999999, -8.616414399999988], [62, 41.14779139999999, -8.616596599999987], [63, 41.14777919999999, -8.616778799999986], [64, 41.14776699999999, -8.616960999999986], [65, 41.14775479999999, -8.617143199999985], [66, 41.14774259999999, -8.617325399999984], [67, 41.14773039999999, -8.617507599999984], [68, 41.14771819999999, -8.617689799999983], [69, 41.14770599999999, -8.617871999999982], [70, 41.14769379999999, -8.618054199999982], [71, 41.147681599999984, -8.618236399999981], [72, 41.147669399999984, -8.61841859999998], [73, 41.14765719999998, -8.61860079999998], [74, 41.14764499999998, -8.61878299999998], [75, 41.14763279999998, -8.618965199999979], [76, 41.14762059999998, -8.619147399999978], [77, 41.14760839999998, -8.619329599999977], [78, 41.14759619999998, -8.619511799999977], [79, 41.14758399999998, -8.619693999999976], [80, 41.14757179999998, -8.619876199999975], [81, 41.14755959999998, -8.620058399999975], [82, 41.14754739999998, -8.620240599999974], [83, 41.14753519999998, -8.620422799999973], [84, 41.14752299999998, -8.620604999999973], [85, 41.14752300000001, -8.620605], [86, 41.1475245, -8.620789499999999], [87, 41.147526, -8.620973999999999], [88, 41.1475275, -8.621158499999998], [89, 41.14752899999999, -8.621342999999998], [90, 41.14753049999999, -8.621527499999997], [91, 41.147531999999984, -8.621711999999997], [92, 41.147532000000005, -8.621712], [93, 41.147580000000005, -8.621896], [94, 41.147628000000005, -8.622079999999999], [95, 41.147676, -8.622263999999998], [96, 41.147724, -8.622447999999997], [97, 41.147772, -8.622631999999996], [98, 41.14782, -8.622815999999995], [99, 41.147868, -8.622999999999994], [100, 41.147916, -8.623183999999993], [101, 41.147964, -8.623367999999992], [102, 41.147964, -8.623368], [103, 41.14803085714286, -8.623563428571428], [104, 41.14809771428571, -8.623758857142857], [105, 41.148164571428566, -8.623954285714285], [106, 41.14823142857142, -8.624149714285714], [107, 41.14829828571428, -8.624345142857143], [108, 41.14836514285713, -8.624540571428572], [109, 41.14843199999999, -8.624736], [110, 41.148432, -8.624736], [111, 41.148522, -8.624970000000001], [112, 41.148612, -8.625204], [113, 41.1487875, -8.625288], [114, 41.148963, -8.625371999999999], [115, 41.14913849999999, -8.625455999999998], [116, 41.14931399999999, -8.625539999999997], [117, 41.14948949999999, -8.625623999999997], [118, 41.14966499999999, -8.625707999999996], [119, 41.149665, -8.625708], [120, 41.149846125, -8.625734999999999], [121, 41.15002725, -8.625761999999998], [122, 41.15020837499999, -8.625788999999997], [123, 41.15038949999999, -8.625815999999997], [124, 41.15057062499999, -8.625842999999996], [125, 41.15075174999998, -8.625869999999995], [126, 41.15093287499998, -8.625896999999995], [127, 41.15111399999998, -8.625923999999994], [128, 41.151114, -8.625924], [129, 41.151303, -8.625967874999999], [130, 41.151492, -8.626011749999998], [131, 41.151681, -8.626055624999998], [132, 41.15187, -8.626099499999997], [133, 41.152059, -8.626143374999996], [134, 41.15224799999999, -8.626187249999996], [135, 41.15243699999999, -8.626231124999995], [136, 41.15262599999999, -8.626274999999994], [137, 41.152626, -8.626275], [138, 41.152671, -8.62659], [139, 41.152671, -8.626572000000001], [140, 41.1526125, -8.626761000000002], [141, 41.15255400000001, -8.62695], [142, 41.152554, -8.62695], [143, 41.152545, -8.62713642857143], [144, 41.152536000000005, -8.627322857142858], [145, 41.152527000000006, -8.627509285714286], [146, 41.15251800000001, -8.627695714285714], [147, 41.15250900000001, -8.627882142857143], [148, 41.15250000000001, -8.628068571428571], [149, 41.15249100000001, -8.628255], [150, 41.152491000000005, -8.628255], [151, 41.152502000000005, -8.628449999999999], [152, 41.152513000000006, -8.628644999999999], [153, 41.15252400000001, -8.628839999999999], [154, 41.15253500000001, -8.629034999999998], [155, 41.15254600000001, -8.629229999999998], [156, 41.15255700000001, -8.629424999999998], [157, 41.15256800000001, -8.629619999999997], [158, 41.15257900000001, -8.629814999999997], [159, 41.15259000000001, -8.630009999999997], [160, 41.15259, -8.63001], [161, 41.152599, -8.630082], [162, 41.152617, -8.630199000000001], [163, 41.152626, -8.630395714285715], [164, 41.152635, -8.630592428571429], [165, 41.152644, -8.630789142857143], [166, 41.152653, -8.630985857142857], [167, 41.15266199999999, -8.631182571428571], [168, 41.15267099999999, -8.631379285714285], [169, 41.15267999999999, -8.631575999999999], [170, 41.15268, -8.631575999999999], [171, 41.1526854, -8.631770399999999], [172, 41.1526908, -8.631964799999999], [173, 41.1526962, -8.632159199999998], [174, 41.1527016, -8.632353599999998], [175, 41.152707, -8.632547999999998], [176, 41.152707, -8.632548], [177, 41.15268675, -8.63276625], [178, 41.1526665, -8.6329845], [179, 41.15264625, -8.633202749999999], [180, 41.152626000000005, -8.633420999999998], [181, 41.152626, -8.633421], [182, 41.152599, -8.633637], [183, 41.152572000000006, -8.633853], [184, 41.152572000000006, -8.633880000000001], [185, 41.152545, -8.634222], [186, 41.1525234, -8.634402], [187, 41.1525018, -8.634582], [188, 41.15248020000001, -8.634762], [189, 41.15245860000001, -8.634942], [190, 41.15243700000001, -8.635122], [192, 41.152455, -8.635482], [193, 41.152473, -8.635788000000002], [194, 41.1525, -8.635986], [195, 41.152527000000006, -8.636184], [196, 41.152575000000006, -8.636403], [197, 41.152623000000006, -8.636622], [199, 41.152671, -8.636840999999999]]",188.0
2,"[[16, 41.1472215, -8.6088555], [17, 41.147433, -8.608806000000001], [18, 41.1474744, -8.608989600000001], [19, 41.1475158, -8.6091732], [20, 41.1475572, -8.6093568], [21, 41.1475986, -8.6095404], [22, 41.14764, -8.609724], [23, 41.147703, -8.610066], [24, 41.147703, -8.610074999999998], [25, 41.147703, -8.610102], [26, 41.14773, -8.6102838], [27, 41.147757000000006, -8.6104656], [28, 41.14778400000001, -8.6106474], [29, 41.14781100000001, -8.6108292], [30, 41.147838000000014, -8.611011], [31, 41.147838, -8.611011], [32, 41.14787142857143, -8.611210285714286]]",50.0
1,"[[3, 41.151348000000006, -8.609598], [4, 41.151672000000005, -8.609634000000002], [5, 41.1518475, -8.609692500000001], [6, 41.152023, -8.609751000000001], [7, 41.1521985, -8.6098095], [8, 41.152374, -8.609868], [9, 41.15254949999999, -8.6099265], [10, 41.15272499999999, -8.609985], [11, 41.152725, -8.609985], [12, 41.15290950000001, -8.60996475], [13, 41.15309400000001, -8.6099445], [14, 41.15327850000001, -8.609924249999999], [15, 41.153463000000016, -8.609903999999998], [16, 41.153463, -8.609904]]",44.0
1,"[[3, 41.147676, -8.620217999999998], [4, 41.147676, -8.620218], [5, 41.147647500000005, -8.6204205], [6, 41.147619000000006, -8.620623], [7, 41.14759050000001, -8.6208255], [8, 41.14756200000001, -8.621028], [9, 41.14753350000001, -8.621230500000001], [10, 41.14750500000001, -8.621433000000001], [11, 41.147505, -8.621433], [12, 41.147505, -8.621559], [13, 41.147505, -8.621576999999998], [14, 41.147568, -8.621828999999998], [15, 41.147631, -8.622080999999998], [16, 41.147631, -8.622081], [17, 41.147685, -8.6222772], [18, 41.147739, -8.622473399999999], [19, 41.14779299999999, -8.622669599999998], [20, 41.14784699999999, -8.622865799999998], [21, 41.14790099999999, -8.623061999999997]]",70.0
1,"[[26, 41.1475995, -8.608830750000001], [27, 41.147568, -8.609035500000001], [28, 41.1475365, -8.609240250000001], [29, 41.147505, -8.609445000000001], [30, 41.1475734, -8.6096448], [31, 41.1476418, -8.609844599999999], [32, 41.14771019999999, -8.610044399999998], [33, 41.14777859999999, -8.610244199999997], [35, 41.147847, -8.610444], [36, 41.14791, -8.610471], [37, 41.147901, -8.610507], [38, 41.1478326, -8.6106834], [39, 41.147764200000005, -8.610859799999998]]",43.0
0,"[[7, 41.153841, -8.61327], [8, 41.15384100000001, -8.61327], [9, 41.153760000000005, -8.613054], [10, 41.153757000000006, -8.612829], [11, 41.153754000000006, -8.612604], [12, 41.15375100000001, -8.612378999999999], [13, 41.153751, -8.612379]]",34.0
3,"[[150, 41.151735, -8.625924], [151, 41.151735, -8.625969], [152, 41.151744, -8.625951], [153, 41.151906, -8.625996], [154, 41.15196, -8.625987], [155, 41.1521805, -8.626059000000001], [156, 41.152401, -8.626131], [157, 41.152509, -8.626167], [158, 41.152536000000005, -8.626368000000001], [159, 41.15256300000001, -8.626569000000002], [160, 41.15259000000001, -8.626770000000002], [161, 41.15259, -8.62677], [162, 41.15257714285715, -8.626964142857144], [163, 41.15256428571429, -8.627158285714287], [164, 41.15255142857144, -8.627352428571431], [165, 41.15253857142858, -8.627546571428574], [166, 41.15252571428572, -8.627740714285718], [167, 41.15251285714287, -8.627934857142861], [168, 41.15250000000001, -8.628129000000005], [169, 41.1525, -8.628129000000001], [170, 41.152502250000005, -8.628328125000001], [171, 41.152504500000006, -8.628527250000001], [172, 41.15250675000001, -8.628726375000001], [173, 41.15250900000001, -8.628925500000001], [174, 41.15251125000001, -8.629124625000001], [175, 41.15251350000001, -8.629323750000001], [176, 41.15251575000001, -8.629522875000001], [177, 41.152518000000015, -8.629722000000001], [178, 41.15251799999999, -8.629722000000001], [179, 41.1525405, -8.629956], [180, 41.152563, -8.630189999999999], [181, 41.152599, -8.630351999999998], [182, 41.152605, -8.630545499999998], [183, 41.15261099999999, -8.630738999999998], [184, 41.15261699999999, -8.630932499999998], [185, 41.15262299999999, -8.631125999999998], [186, 41.15262899999999, -8.631319499999998]]",73.0
0,"[[144, 41.150979, -8.625879], [146, 41.151312, -8.625753], [147, 41.151514500000005, -8.625824999999999]]",54.0
7,"[[71, 41.14793891489362, -8.616033957446819], [72, 41.14792665957447, -8.616216829787245], [73, 41.14791440425533, -8.616399702127671], [75, 41.14788989361703, -8.616765446808524], [76, 41.14787763829788, -8.61694831914895], [77, 41.14786538297873, -8.617131191489376], [78, 41.14785312765958, -8.617314063829802], [79, 41.14784087234043, -8.617496936170228], [80, 41.14782861702128, -8.617679808510655], [81, 41.14781636170213, -8.617862680851081], [82, 41.147804106382985, -8.618045553191507], [83, 41.14779185106384, -8.618228425531933], [84, 41.14777959574469, -8.61841129787236], [85, 41.14776734042554, -8.618594170212786], [86, 41.14775508510639, -8.618777042553212], [87, 41.14774282978724, -8.618959914893638], [88, 41.14773057446809, -8.619142787234065], [89, 41.14771831914894, -8.619325659574491], [90, 41.147706063829794, -8.619508531914917], [91, 41.147693808510645, -8.619691404255343], [92, 41.1476815531915, -8.61987427659577], [93, 41.14766929787235, -8.620057148936196], [94, 41.1476570425532, -8.620240021276622], [95, 41.14764478723405, -8.620422893617048], [96, 41.1476325319149, -8.620605765957475], [97, 41.14762027659575, -8.6207886382979], [98, 41.1476080212766, -8.620971510638327], [99, 41.147595765957455, -8.621154382978753], [100, 41.14758351063831, -8.62133725531918], [101, 41.14757125531916, -8.621520127659606], [103, 41.147559, -8.621703], [104, 41.1475995, -8.621891999999999], [105, 41.14764, -8.622080999999998], [106, 41.14764, -8.622081], [107, 41.147694, -8.6223015], [108, 41.14774799999999, -8.622522000000002], [109, 41.147784, -8.622531], [110, 41.147811, -8.622539999999999], [111, 41.147853000000005, -8.622715999999999], [112, 41.147895000000005, -8.622891999999998], [113, 41.147937000000006, -8.623067999999998], [114, 41.14797900000001, -8.623243999999998], [115, 41.14802100000001, -8.623419999999998], [116, 41.14806300000001, -8.623595999999997], [117, 41.14810500000001, -8.623771999999997], [118, 41.14814700000001, -8.623947999999997], [119, 41.14818900000001, -8.624123999999997], [120, 41.148189, -8.624124000000002], [121, 41.148279, -8.624296125], [122, 41.148369, -8.62446825], [123, 41.148459, -8.624640374999998], [124, 41.148549, -8.624812499999997], [125, 41.148639, -8.624984624999996], [126, 41.148729, -8.625156749999995], [127, 41.148819, -8.625328874999994], [128, 41.148909, -8.625500999999993], [129, 41.148909, -8.625501], [130, 41.1491115, -8.6255535], [131, 41.149314, -8.625606000000001], [132, 41.1495165, -8.625658500000002], [133, 41.149719000000005, -8.625711000000003], [134, 41.149921500000005, -8.625763500000003], [135, 41.150124000000005, -8.625816000000004], [136, 41.150124, -8.625816000000002], [137, 41.150466, -8.62587], [139, 41.150736, -8.626005000000001]]",96.0
0,"[[52, 41.14803375, -8.612544374999999], [53, 41.1480675, -8.612732249999999], [54, 41.14810125, -8.612920124999999]]",42.0
1,"[[27, 41.147370000000016, -8.608554000000005], [28, 41.14737, -8.608554], [29, 41.1474204, -8.6087412], [30, 41.1474708, -8.608928400000002], [31, 41.1475212, -8.609115600000003], [32, 41.1475716, -8.609302800000004], [33, 41.147622, -8.609490000000005], [34, 41.147622000000005, -8.609490000000001], [35, 41.14765620000001, -8.6096736], [36, 41.14769040000001, -8.6098572], [37, 41.14772460000001, -8.6100408], [38, 41.14775880000001, -8.6102244], [39, 41.147793000000014, -8.610408], [40, 41.147793, -8.610408], [41, 41.147805, -8.6106075], [42, 41.147817, -8.610807000000001], [43, 41.147829, -8.611006500000002]]",44.0
0,"[[59, 41.14774799999999, -8.609922], [60, 41.14774799999999, -8.609922000000001], [61, 41.147796, -8.610117], [62, 41.147844000000006, -8.610312], [63, 41.14789200000001, -8.610507], [64, 41.147892000000006, -8.610507], [65, 41.147892000000006, -8.610561]]",34.0
1,"[[72, 41.162724, -8.606736], [73, 41.162940000000006, -8.606691], [74, 41.163156000000015, -8.606646], [76, 41.163426, -8.606565000000002], [78, 41.1637086, -8.6064642], [79, 41.1639102, -8.6064084], [80, 41.16411179999999, -8.6063526], [81, 41.16431339999999, -8.606296799999999], [82, 41.16451499999999, -8.606240999999999], [83, 41.164515, -8.606240999999999], [84, 41.164749, -8.606268], [85, 41.164758, -8.606277], [86, 41.164965, -8.606295], [87, 41.165172000000005, -8.606313]]",44.0
0,"[[63, 41.161815, -8.607203999999996], [64, 41.161991400000005, -8.607126599999996], [65, 41.162167800000006, -8.607049199999995], [66, 41.16234420000001, -8.606971799999995], [67, 41.16252060000001, -8.606894399999995]]",32.0
0,"[[36, 41.157558, -8.609121], [37, 41.1577215, -8.6090385], [38, 41.157885, -8.608956000000001], [40, 41.158212, -8.608791000000002], [42, 41.158539, -8.608626000000003], [43, 41.158539000000005, -8.608626000000001], [44, 41.15870700000001, -8.608554000000002], [45, 41.15887500000001, -8.608482000000002], [46, 41.15904300000001, -8.608410000000003], [47, 41.15921100000001, -8.608338000000003], [48, 41.159379000000015, -8.608266000000004], [49, 41.15954700000002, -8.608194000000005], [50, 41.15971500000002, -8.608122000000005]]",40.0
0,"[[0, 41.151735, -8.609706000000001], [1, 41.151933, -8.609895], [2, 41.1521535, -8.60991525], [3, 41.152374, -8.6099355], [4, 41.15259449999999, -8.609955750000001], [6, 41.152815, -8.609976000000001], [7, 41.153022, -8.609952600000002], [8, 41.153229, -8.609929200000002], [9, 41.15343599999999, -8.609905800000002], [10, 41.15364299999999, -8.609882400000002], [12, 41.15385, -8.609859], [13, 41.15402775, -8.609769], [14, 41.1542055, -8.609679], [15, 41.15438325, -8.609589], [16, 41.154561, -8.609499], [17, 41.154561, -8.609499000000001]]",43.0
0,"[[104, 41.1692025, -8.6062125], [105, 41.169363, -8.606094], [106, 41.1695235, -8.605975500000001], [107, 41.169684, -8.605857000000002], [108, 41.1698445, -8.605738500000003], [109, 41.170005, -8.605620000000004], [110, 41.170005, -8.60562], [111, 41.1702075, -8.6054625]]",35.0
1,"[[75, 41.164434, -8.606214], [76, 41.16461625, -8.606220749999999], [77, 41.1647985, -8.6062275], [78, 41.164980750000005, -8.60623425], [80, 41.165163, -8.606240999999999], [81, 41.16534428571428, -8.606267999999998], [82, 41.16552557142857, -8.606294999999998], [83, 41.16570685714285, -8.606321999999997], [84, 41.165888142857135, -8.606348999999996], [85, 41.16606942857142, -8.606375999999996], [86, 41.1662507142857, -8.606402999999995], [87, 41.16643199999999, -8.606429999999994], [88, 41.16643200000001, -8.60643], [89, 41.16664050000001, -8.606432999999999], [90, 41.166849000000006, -8.606435999999999], [91, 41.167057500000006, -8.606438999999998], [92, 41.167266000000005, -8.606441999999998], [93, 41.1674745, -8.606444999999997], [94, 41.167683, -8.606447999999997], [95, 41.167683, -8.606448], [96, 41.16787714285714, -8.606431285714287], [97, 41.16807128571429, -8.606414571428573], [98, 41.168265428571424, -8.60639785714286], [99, 41.16845957142856, -8.606381142857146], [100, 41.1686537142857, -8.606364428571432], [101, 41.16884785714284, -8.606347714285718]]",53.0
0,"[[65, 41.163012, -8.606772], [66, 41.163165, -8.606673], [68, 41.16346200000001, -8.606565000000002], [69, 41.16363750000001, -8.606448], [71, 41.163813, -8.606330999999999]]",32.0
0,"[[40, 41.14604339999999, -8.611588799999996], [41, 41.14605599999999, -8.611388999999996], [42, 41.146056, -8.611388999999999]]",45.0
0,"[[111, 41.152428, -8.634834000000005], [112, 41.152428, -8.634834000000001], [113, 41.15241, -8.635076999999999], [114, 41.152428, -8.635149]]",43.0
