,polyline,value
0,"[[23, 41.147703, -8.610066], [24, 41.147703, -8.610074999999998], [25, 41.147703, -8.610102]]",36.0
0,"[[12, 41.146848000000006, -8.609417999999998], [13, 41.146848000000006, -8.609418]]",11.0
0,"[[18, 41.148549, -8.618661000000003], [19, 41.148549, -8.618661000000001]]",14.0
0,"[[19, 41.153580000000005, -8.609300999999999]]",10.0
3,"[[3, 41.151348000000006, -8.609598], [4, 41.151672000000005, -8.609634000000002], [5, 41.1518475, -8.609692500000001], [6, 41.152023, -8.609751000000001], [7, 41.1521985, -8.6098095], [8, 41.152374, -8.609868], [9, 41.15254949999999, -8.6099265], [10, 41.15272499999999, -8.609985], [11, 41.152725, -8.609985], [12, 41.15290950000001, -8.60996475], [13, 41.15309400000001, -8.6099445], [14, 41.15327850000001, -8.609924249999999], [15, 41.153463000000016, -8.609903999999998], [16, 41.153463, -8.609904]]",24.0
0,"[[0, 41.151222, -8.609724], [1, 41.151222, -8.609715]]",16.0
0,"[[11, 41.147505, -8.621433], [12, 41.147505, -8.621559], [13, 41.147505, -8.621576999999998]]",57.0
2,"[[35, 41.147568, -8.609035500000001], [36, 41.1475365, -8.609240250000001], [37, 41.147505, -8.609445000000001], [38, 41.1475734, -8.6096448], [39, 41.1476418, -8.609844599999999], [40, 41.14771019999999, -8.610044399999998], [41, 41.14777859999999, -8.610244199999997], [42, 41.14784699999999, -8.610443999999996], [43, 41.147847, -8.610444], [44, 41.14791, -8.610471], [45, 41.147901, -8.610507], [46, 41.1478326, -8.6106834], [47, 41.147764200000005, -8.610859799999998]]",22.0
0,"[[104, 41.153841, -8.61327], [105, 41.15384100000001, -8.61327], [106, 41.153760000000005, -8.613054], [107, 41.153757000000006, -8.612829], [108, 41.153754000000006, -8.612604]]",14.0
0,"[[293, 41.154300000000006, -8.64828], [294, 41.154300000000006, -8.648518500000002], [295, 41.154300000000006, -8.648757000000003], [296, 41.154300000000006, -8.648757000000002]]",16.0
0,"[[220, 41.152671, -8.636787]]",17.0
0,"[[216, 41.152536000000005, -8.63622]]",25.0
0,"[[199, 41.152635, -8.63343]]",19.0
12,"[[78, 41.14785312765958, -8.617314063829802], [79, 41.14784087234043, -8.617496936170228], [80, 41.14782861702128, -8.617679808510655], [81, 41.14781636170213, -8.617862680851081], [82, 41.147804106382985, -8.618045553191507], [83, 41.14779185106384, -8.618228425531933], [84, 41.14777959574469, -8.61841129787236], [85, 41.14776734042554, -8.618594170212786], [86, 41.14775508510639, -8.618777042553212], [87, 41.14774282978724, -8.618959914893638], [88, 41.14773057446809, -8.619142787234065], [89, 41.14771831914894, -8.619325659574491], [90, 41.147706063829794, -8.619508531914917], [91, 41.147693808510645, -8.619691404255343], [92, 41.1476815531915, -8.61987427659577], [93, 41.14766929787235, -8.620057148936196], [94, 41.1476570425532, -8.620240021276622], [95, 41.14764478723405, -8.620422893617048], [96, 41.1476325319149, -8.620605765957475], [97, 41.14762027659575, -8.6207886382979], [98, 41.1476080212766, -8.620971510638327], [99, 41.147595765957455, -8.621154382978753], [100, 41.14758351063831, -8.62133725531918], [101, 41.14757125531916, -8.621520127659606], [102, 41.14755900000001, -8.621703000000032], [103, 41.147559, -8.621703], [104, 41.1475995, -8.621891999999999], [105, 41.14764, -8.622080999999998], [106, 41.14764, -8.622081], [107, 41.147694, -8.6223015], [108, 41.14774799999999, -8.622522000000002], [109, 41.147784, -8.622531], [110, 41.147811, -8.622539999999999], [111, 41.147853000000005, -8.622715999999999], [112, 41.147895000000005, -8.622891999999998], [113, 41.147937000000006, -8.623067999999998], [114, 41.14797900000001, -8.623243999999998], [115, 41.14802100000001, -8.623419999999998], [116, 41.14806300000001, -8.623595999999997], [117, 41.14810500000001, -8.623771999999997], [118, 41.14814700000001, -8.623947999999997], [119, 41.14818900000001, -8.624123999999997], [120, 41.148189, -8.624124000000002], [121, 41.148279, -8.624296125], [122, 41.148369, -8.62446825], [123, 41.148459, -8.624640374999998], [124, 41.148549, -8.624812499999997], [125, 41.148639, -8.624984624999996], [126, 41.148729, -8.625156749999995], [127, 41.148819, -8.625328874999994], [128, 41.148909, -8.625500999999993], [129, 41.148909, -8.625501], [130, 41.1491115, -8.6255535], [131, 41.149314, -8.625606000000001], [132, 41.1495165, -8.625658500000002], [133, 41.149719000000005, -8.625711000000003], [134, 41.149921500000005, -8.625763500000003], [135, 41.150124000000005, -8.625816000000004], [136, 41.150124, -8.625816000000002], [137, 41.150466, -8.62587], [138, 41.150709, -8.625960000000001], [139, 41.150736, -8.626005000000001], [140, 41.150934, -8.625978], [141, 41.150961, -8.625914999999999], [142, 41.15097000000001, -8.625897], [143, 41.151015, -8.625888000000002], [144, 41.150979, -8.625879], [145, 41.151195, -8.625807], [146, 41.151312, -8.625753], [147, 41.151514500000005, -8.625824999999999], [148, 41.151717000000005, -8.625896999999998], [149, 41.151717, -8.625897], [150, 41.151735, -8.625924], [151, 41.151735, -8.625969], [152, 41.151744, -8.625951], [153, 41.151906, -8.625996], [154, 41.15196, -8.625987], [155, 41.1521805, -8.626059000000001], [156, 41.152401, -8.626131], [157, 41.152509, -8.626167], [158, 41.152536000000005, -8.626368000000001], [159, 41.15256300000001, -8.626569000000002], [160, 41.15259000000001, -8.626770000000002], [161, 41.15259, -8.62677], [162, 41.15257714285715, -8.626964142857144], [163, 41.15256428571429, -8.627158285714287], [164, 41.15255142857144, -8.627352428571431], [165, 41.15253857142858, -8.627546571428574], [166, 41.15252571428572, -8.627740714285718], [167, 41.15251285714287, -8.627934857142861], [168, 41.15250000000001, -8.628129000000005], [169, 41.1525, -8.628129000000001], [170, 41.152502250000005, -8.628328125000001], [171, 41.152504500000006, -8.628527250000001], [172, 41.15250675000001, -8.628726375000001], [173, 41.15250900000001, -8.628925500000001], [174, 41.15251125000001, -8.629124625000001], [175, 41.15251350000001, -8.629323750000001], [176, 41.15251575000001, -8.629522875000001], [177, 41.152518000000015, -8.629722000000001], [178, 41.15251799999999, -8.629722000000001], [179, 41.1525405, -8.629956], [180, 41.152563, -8.630189999999999], [181, 41.152599, -8.630351999999998], [182, 41.152605, -8.630545499999998], [183, 41.15261099999999, -8.630738999999998], [184, 41.15261699999999, -8.630932499999998], [185, 41.15262299999999, -8.631125999999998], [186, 41.15262899999999, -8.631319499999998], [187, 41.15263499999999, -8.631512999999998], [188, 41.152635, -8.631513], [189, 41.15264271428572, -8.631694285714286], [190, 41.15265042857144, -8.631875571428571], [191, 41.15265814285715, -8.632056857142857], [192, 41.152665857142864, -8.632238142857142], [193, 41.15267357142858, -8.632419428571428], [194, 41.15268128571429, -8.632600714285713], [195, 41.15268900000001, -8.632781999999999], [196, 41.152689, -8.632782], [197, 41.152671, -8.632998]]",129.0
4,"[[49, 41.1479325, -8.611980749999999], [50, 41.14796625, -8.612168624999999], [51, 41.148, -8.612356499999999], [52, 41.14803375, -8.612544374999999], [53, 41.1480675, -8.612732249999999], [54, 41.14810125, -8.612920124999999], [55, 41.148135, -8.613107999999999], [56, 41.148122744680855, -8.613290872340425], [57, 41.148110489361706, -8.613473744680851], [58, 41.14809823404256, -8.613656617021277], [59, 41.14808597872341, -8.613839489361704], [60, 41.14807372340426, -8.61402236170213], [61, 41.14806146808511, -8.614205234042556], [62, 41.14804921276596, -8.614388106382982], [63, 41.14803695744681, -8.614570978723409], [64, 41.148024702127664, -8.614753851063835], [65, 41.14801244680852, -8.614936723404261], [66, 41.148000191489366, -8.615119595744687], [67, 41.14798793617022, -8.615302468085114], [68, 41.14797568085107, -8.61548534042554], [69, 41.14796342553192, -8.615668212765966]]",30.0
0,"[[35, 41.14765620000001, -8.6096736], [36, 41.14769040000001, -8.6098572], [37, 41.14772460000001, -8.6100408], [38, 41.14775880000001, -8.6102244], [39, 41.147793000000014, -8.610408], [40, 41.147793, -8.610408], [41, 41.147805, -8.6106075]]",17.0
0,"[[31, 41.1475212, -8.609115600000003], [32, 41.1475716, -8.609302800000004], [33, 41.147622, -8.609490000000005]]",12.0
0,"[[28, 41.14737, -8.608554]]",12.0
0,"[[13, 41.146047, -8.607068999999997], [14, 41.146047, -8.607069]]",12.0
0,"[[59, 41.14774799999999, -8.609922], [60, 41.14774799999999, -8.609922000000001], [64, 41.147892000000006, -8.610507], [65, 41.147892000000006, -8.610561]]",22.0
0,"[[54, 41.147541, -8.609102999999998], [55, 41.147541, -8.609103]]",18.0
0,"[[5, 41.153436, -8.607617999999999], [6, 41.153436, -8.607618]]",18.0
0,"[[0, 41.141277, -8.614008000000002], [1, 41.141277, -8.614017]]",14.0
0,"[[397, 41.171148, -8.604720000000002], [398, 41.171148, -8.60472]]",12.0
0,"[[389, 41.170005, -8.605620000000004], [390, 41.170005, -8.60562]]",11.0
0,"[[374, 41.167683, -8.606447999999997], [375, 41.167683, -8.606448]]",12.0
0,"[[347, 41.163426, -8.606529]]",10.0
0,"[[337, 41.16197700000001, -8.607024000000001], [338, 41.16197700000001, -8.607033]]",12.0
0,"[[247, 41.16197700000001, -8.605701000000003], [248, 41.16197700000001, -8.605701000000002]]",12.0
0,"[[76, 41.163426, -8.606565000000002]]",10.0
0,"[[29, 41.156586, -8.609409000000003], [30, 41.156586, -8.609409]]",14.0
0,"[[16, 41.154561, -8.609499], [17, 41.154561, -8.609499000000001]]",16.0
0,"[[5, 41.15952, -8.638919999999999], [6, 41.15952, -8.638992]]",12.0
2,"[[34, 41.145939, -8.612910000000001], [35, 41.145966, -8.612649000000001], [36, 41.145993, -8.612388], [37, 41.1460056, -8.612188199999999], [39, 41.14603079999999, -8.611788599999997], [40, 41.14604339999999, -8.611588799999996], [41, 41.14605599999999, -8.611388999999996], [42, 41.146056, -8.611388999999999]]",21.0
0,"[[26, 41.145939, -8.614332]]",16.0
0,"[[7, 41.144859, -8.617211999999995], [8, 41.144859, -8.617212]]",11.0
0,"[[272, 41.153454, -8.608077], [273, 41.153454, -8.607915]]",14.0
0,"[[262, 41.153535000000005, -8.609616000000008], [263, 41.153535000000005, -8.609616]]",13.0
0,"[[242, 41.153868, -8.613111]]",10.0
0,"[[6, 41.153868, -8.6501025]]",10.0
0,"[[127, 41.142861, -8.605448999999998], [128, 41.142861, -8.605449]]",12.0
0,"[[99, 41.143248, -8.609931000000001], [100, 41.143248, -8.609931]]",12.0
0,"[[93, 41.143815, -8.610498], [94, 41.143815, -8.610498000000002]]",11.0
0,"[[131, 41.153103, -8.638622999999997], [132, 41.153103, -8.638623]]",14.0
0,"[[116, 41.152464, -8.635625999999998]]",19.0
0,"[[111, 41.152428, -8.634834000000005], [112, 41.152428, -8.634834000000001], [114, 41.152428, -8.635149]]",48.0
0,"[[107, 41.152563, -8.633997]]",22.0
0,"[[103, 41.152644, -8.633268]]",20.0
0,"[[96, 41.15272500000001, -8.632278000000005]]",10.0
15,"[[6, 41.14764, -8.6202], [7, 41.14758375, -8.620416], [8, 41.1475275, -8.620632], [9, 41.14747125, -8.620848], [10, 41.147415, -8.621064], [11, 41.1474525, -8.621247], [12, 41.14749, -8.62143], [13, 41.1475275, -8.621613], [14, 41.14756499999999, -8.621796], [15, 41.14760249999999, -8.621979], [16, 41.14763999999999, -8.622162], [17, 41.14764, -8.622162], [18, 41.1476895, -8.622346499999999], [19, 41.147739, -8.622530999999999], [20, 41.1477885, -8.622715499999998], [21, 41.14783800000001, -8.622899999999998], [22, 41.14788750000001, -8.623084499999997], [23, 41.14793700000001, -8.623268999999997], [24, 41.147937, -8.623268999999999], [25, 41.147991, -8.6234472], [26, 41.148045, -8.6236254], [27, 41.148099, -8.6238036], [28, 41.14815299999999, -8.623981800000001], [29, 41.14820699999999, -8.624160000000002], [30, 41.148207, -8.62416], [31, 41.1482754, -8.6243346], [32, 41.148343800000006, -8.624509199999999], [33, 41.14841220000001, -8.624683799999998], [34, 41.14848060000001, -8.624858399999997], [35, 41.14854900000002, -8.625032999999997], [36, 41.148549, -8.625033], [37, 41.14872, -8.62517025], [38, 41.14889099999999, -8.6253075], [39, 41.14906199999999, -8.62544475], [40, 41.14923299999998, -8.625582], [41, 41.149233, -8.625582], [42, 41.14926, -8.625546], [43, 41.149449, -8.625573], [44, 41.149638, -8.625615428571429], [45, 41.149827, -8.625657857142858], [46, 41.150016, -8.625700285714288], [47, 41.150205, -8.625742714285717], [48, 41.150394, -8.625785142857147], [49, 41.150583, -8.625827571428577], [50, 41.150772, -8.625870000000006], [51, 41.150772, -8.62587], [52, 41.150968500000005, -8.625882], [53, 41.151165000000006, -8.625894], [54, 41.15136150000001, -8.625906], [55, 41.15155800000001, -8.625918], [56, 41.15175450000001, -8.62593], [57, 41.15195100000001, -8.625942], [58, 41.151951, -8.625942], [59, 41.152077, -8.625969], [60, 41.15241, -8.626086], [61, 41.15268, -8.626221000000001], [62, 41.152653, -8.626455], [63, 41.152626, -8.626688999999999], [64, 41.152626, -8.626689], [65, 41.152563, -8.626878000000001], [66, 41.152518, -8.627064], [67, 41.152473, -8.62725], [68, 41.152428, -8.627436], [69, 41.152428, -8.627436000000001], [70, 41.15244, -8.627621000000001], [71, 41.152452, -8.627806000000001], [72, 41.152464, -8.627991000000002], [73, 41.15247599999999, -8.628176000000002], [74, 41.15248799999999, -8.628361000000002], [75, 41.15249999999999, -8.628546000000002], [76, 41.15251199999999, -8.628731000000002], [77, 41.15252399999999, -8.628916000000002], [78, 41.152535999999984, -8.629101000000002], [79, 41.152536, -8.629101], [80, 41.152548, -8.629299], [81, 41.15256, -8.629496999999999], [82, 41.15257199999999, -8.629694999999998], [83, 41.15258399999999, -8.629892999999997], [84, 41.15259599999999, -8.630090999999997], [85, 41.15260799999999, -8.630288999999996], [86, 41.15261999999999, -8.630486999999995], [87, 41.15263199999998, -8.630684999999994], [88, 41.15264399999998, -8.630882999999994], [89, 41.152644, -8.630883], [90, 41.152655571428575, -8.631082285714287], [91, 41.15266714285715, -8.631281571428573]]",97.0
0,"[[4, 41.147883, -8.619966]]",11.0
0,"[[0, 41.147991, -8.619831], [1, 41.147991, -8.619857999999999], [2, 41.147991, -8.619902999999999]]",29.0
0,"[[170, 41.152941000000006, -8.638074000000003], [171, 41.152941000000006, -8.638074000000001]]",12.0
0,"[[163, 41.15272500000001, -8.637011999999995], [164, 41.152725, -8.637011999999999]]",15.0
0,"[[159, 41.152581000000005, -8.636302285714283]]",13.0
0,"[[157, 41.152509, -8.635947428571427]]",41.0
0,"[[149, 41.152554, -8.6345685]]",19.0
0,"[[147, 41.152581000000005, -8.634168]]",13.0
0,"[[144, 41.152635, -8.633767500000001]]",18.0
0,"[[141, 41.152734, -8.633025]]",15.0
1,"[[136, 41.15272500000001, -8.632358999999997], [137, 41.152725, -8.632359], [138, 41.152734, -8.632485]]",16.0
0,"[[119, 41.152509, -8.628876], [120, 41.152509, -8.629137], [121, 41.152509, -8.629398]]",43.0
0,"[[204, 41.145489, -8.615573999999995], [205, 41.145489, -8.615574]]",12.0
0,"[[191, 41.145633, -8.617473000000002], [192, 41.145633, -8.617473]]",11.0
0,"[[81, 41.14782404999987, -8.619717150000028], [82, 41.147817524999866, -8.619900075000029], [83, 41.14781099999986, -8.62008300000003]]",15.0
0,"[[72, 41.1478827749999, -8.618070825000022], [73, 41.1478762499999, -8.618253750000022]]",11.0
1,"[[48, 41.14803937499998, -8.613680625000004], [49, 41.14803284999998, -8.613863550000005], [50, 41.148026324999975, -8.614046475000006], [51, 41.14801979999997, -8.614229400000006], [52, 41.14801327499997, -8.614412325000007], [53, 41.148006749999965, -8.614595250000008], [54, 41.14800022499996, -8.614778175000009]]",16.0
1,"[[40, 41.14800771428572, -8.612388000000003], [41, 41.14803985714286, -8.612577000000003], [42, 41.148072000000006, -8.612766000000004], [43, 41.148072, -8.612766]]",15.0
0,"[[27, 41.147649, -8.610642000000004], [28, 41.147649, -8.610642000000002]]",15.0
0,"[[785, 41.174559, -8.613026999999988], [786, 41.174559, -8.613027]]",12.0
0,"[[700, 41.16735899999999, -8.60644575]]",10.0
0,"[[689, 41.165217000000005, -8.606304], [690, 41.1654078, -8.6063256], [691, 41.1655986, -8.6063472]]",12.0
0,"[[686, 41.164725, -8.606345999999998]]",10.0
0,"[[285, 41.16735899999999, -8.567694000000003]]",10.0
0,"[[92, 41.14746, -8.62111800000003], [93, 41.14746, -8.621118000000001]]",28.0
1,"[[52, 41.14785529411765, -8.613854470588242], [53, 41.14784541176471, -8.614036058823537], [54, 41.147835529411765, -8.614217647058831], [55, 41.14782564705882, -8.614399235294126], [56, 41.14781576470588, -8.61458082352942], [57, 41.14780588235294, -8.614762411764715], [58, 41.147796, -8.61494400000001], [59, 41.14778611764706, -8.615125588235305]]",18.0
0,"[[34, 41.147847, -8.610642000000002], [35, 41.147847, -8.610633]]",17.0
0,"[[24, 41.147568, -8.609274]]",21.0
0,"[[173, 41.144706, -8.610795000000003], [174, 41.144706, -8.610795]]",11.0
0,"[[158, 41.146029000000006, -8.612045999999998], [159, 41.146029000000006, -8.612046], [163, 41.146029000000006, -8.611298999999999], [164, 41.146029000000006, -8.611155]]",38.0
0,"[[149, 41.14588499999999, -8.613567]]",12.0
0,"[[144, 41.14588499999999, -8.614412999999999], [145, 41.14588499999999, -8.614413]]",13.0
0,"[[969, 41.171382, -8.598104999999999], [970, 41.171382, -8.598105]]",11.0
0,"[[940, 41.171382, -8.603361]]",10.0
0,"[[65, 41.147199, -8.589248999999999], [66, 41.147199, -8.589011999999999], [67, 41.147199, -8.588774999999998], [68, 41.147199, -8.588537999999998], [69, 41.147199, -8.588538]]",14.0
0,"[[136, 41.169636, -8.605970999999997], [137, 41.169636, -8.605971]]",16.0
0,"[[100, 41.164065, -8.606268000000002], [101, 41.164065, -8.606268]]",17.0
0,"[[17, 41.153454, -8.6060475]]",11.0
0,"[[8, 41.153454, -8.607240000000003], [9, 41.153454, -8.607240000000001]]",12.0
2,"[[164, 41.153337, -8.609957999999995], [165, 41.15333699999999, -8.609957999999999], [166, 41.1535386, -8.609880599999999], [167, 41.1537402, -8.609803199999998], [168, 41.153941800000005, -8.609725799999998]]",14.0
7,"[[129, 41.148009, -8.610894000000002], [130, 41.148009, -8.610894], [131, 41.1482034, -8.6108274], [132, 41.1483978, -8.6107608], [133, 41.1485922, -8.6106942], [134, 41.1487866, -8.610627599999999], [135, 41.14898099999999, -8.610560999999999], [136, 41.148981, -8.610561], [137, 41.149008, -8.610552], [138, 41.149044, -8.610543], [139, 41.1492276, -8.610471], [140, 41.1494112, -8.610399000000001], [141, 41.1495948, -8.610327000000002], [142, 41.1497784, -8.610255000000002], [143, 41.149962, -8.610183000000003], [144, 41.149962, -8.610183000000001], [145, 41.150146500000005, -8.610160500000001], [146, 41.15033100000001, -8.610138000000001], [147, 41.15051550000001, -8.610115500000001], [148, 41.150700000000015, -8.610093], [149, 41.1507, -8.610093], [150, 41.15097000000001, -8.609877000000001], [151, 41.15116200000001, -8.609745], [152, 41.151354000000005, -8.609613]]",33.0
2,"[[7, 41.148216, -8.624097], [8, 41.148216, -8.624106], [10, 41.148324, -8.624385], [11, 41.1484155, -8.6245665], [12, 41.148507, -8.624748], [13, 41.14859849999999, -8.6249295], [14, 41.14868999999999, -8.625111], [15, 41.148781499999984, -8.6252925], [18, 41.14906919999999, -8.625515400000001], [19, 41.14926539999999, -8.625556800000002], [20, 41.14946159999999, -8.625598200000002], [21, 41.14965779999999, -8.625639600000003], [22, 41.14985399999998, -8.625681000000004], [23, 41.149854, -8.625681], [24, 41.1500475, -8.6257095], [25, 41.150241, -8.625737999999998], [26, 41.1504345, -8.625766499999997], [27, 41.150628000000005, -8.625794999999997], [28, 41.150821500000006, -8.625823499999996], [29, 41.15101500000001, -8.625851999999995], [30, 41.151015, -8.625852], [31, 41.151252, -8.62584], [32, 41.151489, -8.625828], [33, 41.151726, -8.625816], [34, 41.151726, -8.625816000000002], [35, 41.151942, -8.625867000000001], [36, 41.152158, -8.625918], [37, 41.152374, -8.625969]]",42.0
0,"[[4, 41.148234, -8.624088]]",11.0
0,"[[2, 41.148216, -8.624079]]",31.0
0,"[[137, 41.167845, -8.606474999999989], [138, 41.167845, -8.606475]]",14.0
0,"[[39, 41.151267, -8.609499000000003], [40, 41.151267, -8.609499000000001]]",11.0
1,"[[26, 41.149539, -8.610327], [27, 41.14972350000001, -8.610279], [28, 41.14990800000001, -8.610231], [29, 41.150092500000014, -8.610183000000001], [30, 41.15027700000002, -8.610135000000001], [31, 41.15046150000002, -8.610087000000002], [32, 41.15064600000002, -8.610039000000002], [33, 41.150646, -8.610039], [34, 41.150628000000005, -8.610021]]",18.0
1,"[[16, 41.147928, -8.610930000000002], [17, 41.148107, -8.610863000000002], [18, 41.148286000000006, -8.610796000000002], [19, 41.14846500000001, -8.610729000000003], [20, 41.14864400000001, -8.610662000000003], [21, 41.148823000000014, -8.610595000000004], [22, 41.14900200000002, -8.610528000000004], [23, 41.14918100000002, -8.610461000000004], [24, 41.14936000000002, -8.610394000000005]]",18.0
1,"[[2, 41.14603125, -8.6123025], [3, 41.1460425, -8.6121], [4, 41.14605375, -8.6118975], [5, 41.146065, -8.611695], [6, 41.146242, -8.611587]]",15.0
0,"[[154, 41.152455, -8.634347999999997], [155, 41.152455, -8.634348]]",12.0
6,"[[52, 41.147811, -8.620144714285715], [53, 41.147757000000006, -8.620341428571429], [54, 41.14770300000001, -8.620538142857143], [55, 41.14764900000001, -8.620734857142857], [56, 41.14759500000001, -8.62093157142857], [57, 41.14754100000001, -8.621128285714285], [58, 41.14748700000001, -8.621324999999999], [59, 41.147487, -8.621325], [60, 41.147529428571424, -8.621503714285716], [61, 41.14757185714285, -8.62168242857143], [62, 41.14761428571428, -8.621861142857146], [63, 41.1476567142857, -8.62203985714286], [64, 41.14769914285713, -8.622218571428576], [65, 41.14774157142856, -8.62239728571429], [66, 41.14778399999998, -8.622576000000006], [67, 41.147784, -8.622576], [68, 41.14777500000001, -8.622621], [69, 41.14784100000001, -8.622849], [70, 41.147907, -8.623077], [71, 41.147973, -8.623305], [72, 41.14797299999999, -8.623305], [73, 41.14802699999999, -8.623485], [74, 41.14808099999999, -8.623665], [75, 41.14813499999999, -8.623845000000001], [76, 41.14818899999999, -8.624025000000001], [77, 41.14824299999999, -8.624205000000002], [78, 41.14829699999999, -8.624385000000002], [79, 41.148350999999984, -8.624565000000002], [80, 41.14840499999998, -8.624745000000003], [81, 41.14845899999998, -8.624925000000003], [82, 41.148459, -8.624925000000001], [83, 41.148576, -8.625078], [84, 41.148693, -8.625231], [85, 41.14880999999999, -8.625383999999999], [86, 41.14881, -8.625384], [87, 41.14899, -8.62542], [88, 41.14917, -8.625456], [89, 41.14935, -8.625492], [90, 41.14953, -8.625528], [91, 41.14971, -8.625563999999999], [92, 41.14989, -8.625599999999999], [93, 41.15007, -8.625635999999998], [94, 41.15025, -8.625671999999998], [95, 41.15043, -8.625707999999998], [96, 41.15061, -8.625743999999997], [97, 41.15079, -8.625779999999997], [98, 41.15078999999999, -8.62578], [99, 41.15098285714285, -8.625818571428573], [100, 41.151175714285706, -8.625857142857145], [101, 41.15136857142856, -8.625895714285717], [102, 41.15156142857142, -8.625934285714289], [103, 41.15175428571428, -8.62597285714286], [104, 41.15194714285713, -8.626011428571433], [105, 41.15213999999999, -8.626050000000005], [106, 41.15214, -8.626050000000001], [107, 41.152365, -8.626131], [108, 41.15259, -8.626212], [109, 41.15257445454546, -8.626395272727274], [110, 41.152558909090914, -8.626578545454548], [111, 41.15254336363637, -8.626761818181821], [112, 41.152527818181824, -8.626945090909095], [113, 41.15251227272728, -8.627128363636368], [114, 41.152496727272734, -8.627311636363642], [115, 41.15248118181819, -8.627494909090915], [116, 41.15246563636365, -8.627678181818188], [117, 41.1524500909091, -8.627861454545462], [118, 41.15243454545456, -8.628044727272735], [119, 41.15241900000001, -8.628228000000009], [120, 41.152419, -8.628228], [121, 41.1524316, -8.6284164], [122, 41.1524442, -8.628604800000002], [123, 41.1524568, -8.628793200000002], [124, 41.1524694, -8.628981600000003], [125, 41.15248199999999, -8.629170000000004], [126, 41.15249459999999, -8.629358400000005], [127, 41.15250719999999, -8.629546800000005], [128, 41.15251979999999, -8.629735200000006], [129, 41.152532399999984, -8.629923600000007], [130, 41.15254499999998, -8.630112000000008], [131, 41.15255759999998, -8.630300400000008], [132, 41.15257019999998, -8.630488800000009], [133, 41.152582799999976, -8.63067720000001], [134, 41.15259539999997, -8.63086560000001], [135, 41.15260799999997, -8.631054000000011], [136, 41.152608, -8.631054], [137, 41.1525995, -8.631237], [138, 41.152591, -8.63142]]",96.0
0,"[[31, 41.147487, -8.617495499999999]]",16.0
0,"[[27, 41.147235, -8.616978000000005], [28, 41.147235, -8.616978]]",13.0
0,"[[73, 41.153481000000006, -8.607915], [74, 41.153481000000006, -8.607684], [75, 41.153481000000006, -8.607453000000001], [76, 41.153481000000006, -8.607222000000002], [77, 41.153481000000006, -8.607222]]",25.0
0,"[[41, 41.153688, -8.613387000000003], [42, 41.153688, -8.613387000000001], [43, 41.153688, -8.613135], [44, 41.153688, -8.612883]]",28.0
0,"[[36, 41.152977, -8.613585000000002], [37, 41.152977, -8.613585]]",11.0
0,"[[129, 41.166009, -8.606448000000011], [130, 41.166009, -8.606448]]",11.0
3,"[[98, 41.14797299999999, -8.622584999999999], [99, 41.14797299999999, -8.622621], [100, 41.1479865, -8.622804], [101, 41.148, -8.622987], [102, 41.1480135, -8.62317], [103, 41.148027, -8.623353], [104, 41.1480405, -8.623536], [105, 41.148054, -8.623719], [106, 41.14812471428571, -8.623902857142857], [107, 41.14819542857142, -8.624086714285715], [108, 41.14826614285713, -8.624270571428573], [109, 41.14833685714285, -8.62445442857143], [110, 41.14840757142856, -8.624638285714289], [111, 41.14847828571427, -8.624822142857147], [112, 41.14854899999998, -8.625006000000004], [113, 41.148549, -8.625006], [114, 41.148549, -8.625042], [115, 41.148718200000005, -8.625114], [116, 41.14888740000001, -8.625186], [117, 41.14905660000001, -8.625257999999999], [118, 41.14922580000001, -8.625329999999998], [119, 41.14939500000001, -8.625401999999998], [120, 41.149564200000015, -8.625473999999997], [121, 41.14973340000002, -8.625545999999996], [122, 41.14990260000002, -8.625617999999996], [123, 41.15007180000002, -8.625689999999995], [124, 41.15024100000002, -8.625761999999995], [125, 41.150241, -8.625762], [126, 41.15043525, -8.62578975], [127, 41.1506295, -8.625817499999998], [128, 41.15082375, -8.625845249999998], [129, 41.151018, -8.625872999999997], [130, 41.15121225, -8.625900749999996], [131, 41.1514065, -8.625928499999995], [132, 41.15160075, -8.625956249999994], [133, 41.151795, -8.625983999999994], [134, 41.15198925, -8.626011749999993], [135, 41.1521835, -8.626039499999992], [136, 41.15237775, -8.626067249999991], [138, 41.152572000000006, -8.626095]]",52.0
0,"[[43, 41.148549, -8.618904]]",22.0
