,polyline,value
0,"[[51, -8.607978, 41.160051], [52, -8.607900599999999, 41.1602274]]",11.0
0,"[[42, -8.608626000000001, 41.158539000000005], [43, -8.608545000000001, 41.158728], [44, -8.608464000000001, 41.158917], [45, -8.608383000000002, 41.159106], [46, -8.608302000000002, 41.159295], [47, -8.608221000000002, 41.159484], [48, -8.608140000000002, 41.159673], [49, -8.608059000000003, 41.159862]]",17.0
0,"[[36, -8.609121, 41.157558], [37, -8.609022, 41.1577542], [38, -8.608922999999999, 41.1579504], [39, -8.608823999999998, 41.1581466], [40, -8.608724999999998, 41.15834279999999]]",14.0
0,"[[5, -8.609976000000001, 41.15281499999999], [6, -8.609976000000001, 41.152815]]",15.0
0,"[[110, -8.6054625, 41.1702075], [111, -8.605305, 41.17041]]",11.0
0,"[[104, -8.606094, 41.169363], [105, -8.605975500000001, 41.1695235], [106, -8.605857000000002, 41.169684], [107, -8.605738500000003, 41.1698445]]",13.0
0,"[[102, -8.606330999999999, 41.169042]]",18.0
0,"[[94, -8.606448, 41.167683]]",19.0
1,"[[79, -8.606240999999999, 41.165163], [80, -8.606267999999998, 41.16534428571428], [81, -8.606294999999998, 41.16552557142857], [82, -8.606321999999997, 41.16570685714285], [83, -8.606348999999996, 41.165888142857135], [84, -8.606375999999996, 41.16606942857142], [85, -8.606402999999995, 41.1662507142857], [86, -8.606429999999994, 41.16643199999999], [87, -8.60643, 41.16643200000001], [88, -8.606432999999999, 41.16664050000001], [89, -8.606435999999999, 41.166849000000006], [90, -8.606438999999998, 41.167057500000006], [91, -8.606441999999998, 41.167266000000005], [92, -8.606444999999997, 41.1674745]]",23.0
0,"[[75, -8.606220749999999, 41.16461625], [76, -8.6062275, 41.1647985], [77, -8.60623425, 41.164980750000005]]",12.0
1,"[[63, -8.606772, 41.162913], [64, -8.606772, 41.163012], [68, -8.606448, 41.16363750000001], [69, -8.606330999999999, 41.163813000000005], [70, -8.606330999999999, 41.163813]]",22.0
0,"[[61, -8.60679, 41.162760000000006]]",13.0
0,"[[59, -8.60679, 41.162418]]",13.0
0,"[[56, -8.607024000000001, 41.16197700000001]]",10.0
0,"[[53, -8.607024000000001, 41.16188700000001]]",10.0
0,"[[43, -8.609724, 41.146479000000014], [44, -8.609724, 41.14647900000001]]",11.0
0,"[[30, -8.612649000000001, 41.145966], [31, -8.612388, 41.145993], [32, -8.61213825, 41.14600874999999]]",12.0
0,"[[16, -8.611479000000001, 41.153571000000014], [17, -8.611479000000001, 41.153571]]",12.0
0,"[[10, -8.612684999999999, 41.15365200000001], [11, -8.612684999999999, 41.153652]]",13.0
0,"[[110, -8.638623, 41.15310299999999], [111, -8.638623, 41.153103]]",13.0
0,"[[88, -8.633529, 41.15261699999999], [89, -8.633529, 41.152617]]",14.0
0,"[[68, -8.629355571428572, 41.15255142857143], [69, -8.629610142857144, 41.15256685714286], [70, -8.629864714285716, 41.15258228571429], [71, -8.630119285714288, 41.15259771428572], [72, -8.63037385714286, 41.15261314285715], [73, -8.630628428571432, 41.15262857142858], [75, -8.630883, 41.152644], [76, -8.631162, 41.1526602]]",20.0
2,"[[59, -8.627436000000001, 41.152428], [60, -8.627673857142858, 41.15244342857143], [61, -8.627911714285714, 41.15245885714286], [62, -8.62814957142857, 41.15247428571429], [63, -8.628387428571427, 41.15248971428572], [64, -8.628625285714284, 41.15250514285715], [65, -8.62886314285714, 41.15252057142858]]",18.0
6,"[[19, -8.623268999999999, 41.147937], [20, -8.62349175, 41.1480045], [21, -8.6237145, 41.148072], [22, -8.62393725, 41.1481395], [23, -8.624160000000002, 41.148207], [24, -8.62416, 41.148207], [25, -8.62437825, 41.1482925], [26, -8.624596499999999, 41.148378], [27, -8.624814749999999, 41.14846349999999], [29, -8.625033, 41.148549], [30, -8.62517025, 41.14872], [31, -8.6253075, 41.14889099999999], [32, -8.62544475, 41.14906199999999], [33, -8.625582, 41.14923299999998], [34, -8.625582, 41.149233], [35, -8.625546, 41.14926], [36, -8.625573, 41.149449], [37, -8.625615428571429, 41.149638], [38, -8.625657857142858, 41.149827], [39, -8.625700285714288, 41.150016], [40, -8.625742714285717, 41.150205], [41, -8.625785142857147, 41.150394], [42, -8.625827571428577, 41.150583], [43, -8.625870000000006, 41.150772], [44, -8.62587, 41.150772], [45, -8.625882, 41.150968500000005], [46, -8.625894, 41.151165000000006], [47, -8.625906, 41.15136150000001], [48, -8.625918, 41.15155800000001], [49, -8.62593, 41.15175450000001], [50, -8.625942, 41.15195100000001], [51, -8.625942, 41.151951], [52, -8.625969, 41.152077], [53, -8.626086, 41.15241], [54, -8.626221000000001, 41.15268], [55, -8.626689, 41.152626], [56, -8.626878000000001, 41.152563], [57, -8.627157, 41.1524955]]",50.0
1,"[[6, -8.6202, 41.14764], [7, -8.620488, 41.147565], [11, -8.6213385, 41.14747125], [12, -8.621613, 41.1475275], [13, -8.6218875, 41.14758375], [14, -8.622162, 41.14764], [15, -8.622438749999999, 41.14771425], [16, -8.622715499999998, 41.1477885], [17, -8.622992249999998, 41.14786275]]",23.0
0,"[[3, -8.619966, 41.147901], [4, -8.619966, 41.147883]]",17.0
0,"[[5, -8.607384, 41.153481], [6, -8.607384, 41.153481000000006]]",14.0
0,"[[72, -8.638074000000001, 41.15294100000001], [73, -8.638074000000001, 41.152941000000006]]",11.0
1,"[[40, -8.613741599999997, 41.14803719999999], [41, -8.613985499999997, 41.14802849999999], [42, -8.614229399999996, 41.14801979999999], [43, -8.614473299999995, 41.148011099999984]]",13.0
1,"[[33, -8.612236799999998, 41.147982], [34, -8.612501399999998, 41.148027], [35, -8.612765999999997, 41.148072], [36, -8.612766, 41.148072], [37, -8.6130099, 41.1480633]]",16.0
0,"[[16, -8.608815, 41.147325]]",10.0
0,"[[31, -8.606052, 41.16952800000001], [32, -8.606052, 41.169528]]",15.0
0,"[[21, -8.606457, 41.16775499999999], [22, -8.606457, 41.16775500000001], [23, -8.606412, 41.16795200000001]]",19.0
0,"[[13, -8.606412, 41.166171]]",17.0
0,"[[78, -8.621811, 41.14756800000001], [79, -8.621811, 41.147568]]",18.0
0,"[[60, -8.617462342105274, 41.147658947368384], [61, -8.61770605263159, 41.14764568421049], [62, -8.617949763157906, 41.14763242105259], [63, -8.618193473684222, 41.147619157894695]]",13.0
1,"[[46, -8.614050394736847, 41.14784463157893], [47, -8.614294105263163, 41.14783136842104], [48, -8.614537815789479, 41.14781810526314], [49, -8.614781526315795, 41.147804842105245]]",13.0
0,"[[39, -8.612344421052633, 41.14793747368421], [40, -8.61258813157895, 41.14792421052631]]",11.0
0,"[[39, -8.610858, 41.145588], [40, -8.610858, 41.145597], [41, -8.610858, 41.145561]]",16.0
0,"[[23, -8.613746999999998, 41.14597499999999], [24, -8.613746999999998, 41.145975]]",12.0
0,"[[82, -8.605971, 41.16963599999999], [83, -8.605971, 41.169636]]",12.0
0,"[[68, -8.60643, 41.167134], [69, -8.60643, 41.167321875000006], [70, -8.60643, 41.16750975000001], [71, -8.60643, 41.16769762500001], [72, -8.60643, 41.16788550000001], [73, -8.60643, 41.16807337500001], [74, -8.60643, 41.168261250000015], [75, -8.60643, 41.168449125000016], [76, -8.60643, 41.16863700000002], [77, -8.60643, 41.168637]]",77.0
0,"[[59, -8.606340000000001, 41.16572099999999], [60, -8.606340000000001, 41.165721]]",16.0
0,"[[71, -8.609877000000001, 41.15223720000001]]",19.0
5,"[[51, -8.610552, 41.149008], [52, -8.610543, 41.149044], [53, -8.610471, 41.1492276], [54, -8.610399000000001, 41.1494112], [55, -8.610327000000002, 41.1495948], [56, -8.610255000000002, 41.1497784], [57, -8.610183000000003, 41.149962], [58, -8.610183000000001, 41.149962], [59, -8.610160500000001, 41.150146500000005], [60, -8.610138000000001, 41.15033100000001], [61, -8.610115500000001, 41.15051550000001], [62, -8.610093, 41.150700000000015], [63, -8.610093, 41.1507], [64, -8.609877000000001, 41.15097000000001], [65, -8.609745, 41.15116200000001]]",24.0
0,"[[42, -8.610543, 41.147802], [43, -8.610543, 41.147811]]",20.0
1,"[[5, -8.624097, 41.148243], [6, -8.624097, 41.148234], [7, -8.624097, 41.148216], [8, -8.624106, 41.148216], [10, -8.624385, 41.148324], [11, -8.6246028, 41.1484338], [12, -8.6248206, 41.1485436], [13, -8.6250384, 41.14865339999999], [18, -8.625556800000002, 41.14926539999999], [19, -8.625598200000002, 41.14946159999999], [20, -8.625639600000003, 41.14965779999999], [21, -8.625681000000004, 41.14985399999998], [22, -8.625681, 41.149854], [23, -8.6257095, 41.1500475], [24, -8.625737999999998, 41.150241], [25, -8.625766499999997, 41.1504345], [26, -8.625794999999997, 41.150628000000005], [27, -8.625823499999996, 41.150821500000006], [28, -8.625851999999995, 41.15101500000001], [29, -8.625852, 41.151015], [30, -8.62584, 41.151252], [31, -8.625828, 41.151489], [32, -8.625816, 41.151726], [33, -8.625816000000002, 41.151726], [34, -8.625867000000001, 41.151942], [35, -8.625918, 41.152158], [36, -8.625969, 41.152374]]",41.0
0,"[[0, -8.624097, 41.14819800000001]]",15.0
0,"[[68, -8.609427, 41.15630699999999], [69, -8.609427, 41.156307]]",13.0
0,"[[26, -8.610327, 41.149539], [27, -8.610279, 41.14972350000001], [28, -8.610231, 41.14990800000001], [29, -8.610183000000001, 41.150092500000014], [30, -8.610135000000001, 41.15027700000002], [31, -8.610087000000002, 41.15046150000002]]",15.0
0,"[[22, -8.610528000000004, 41.14900200000002], [23, -8.610461000000004, 41.14918100000002], [24, -8.610394000000005, 41.14936000000002]]",12.0
0,"[[17, -8.610863000000002, 41.148107], [18, -8.610796000000002, 41.148286000000006], [19, -8.610729000000003, 41.14846500000001], [20, -8.610662000000003, 41.14864400000001]]",13.0
0,"[[4, -8.611695, 41.14606499999999], [5, -8.611695, 41.146065]]",19.0
0,"[[26, -8.617598999999998, 41.14753739999999], [27, -8.617805999999998, 41.14763819999999], [28, -8.618012999999998, 41.14773899999999]]",12.0
0,"[[71, -8.631054, 41.152608], [72, -8.631307384615384, 41.152596230769234]]",12.0
6,"[[1, -8.6201775, 41.147802], [2, -8.620407, 41.147739], [3, -8.6206365, 41.147676], [4, -8.620866, 41.14761300000001], [5, -8.6210955, 41.14755000000001], [6, -8.621324999999999, 41.14748700000001], [7, -8.621325, 41.147487], [8, -8.6215752, 41.1475464], [9, -8.6218254, 41.1476058], [10, -8.6220756, 41.14766519999999], [11, -8.6223258, 41.14772459999999], [12, -8.622576, 41.14778399999999], [13, -8.622576, 41.147784], [14, -8.622621, 41.14777500000001], [15, -8.622849, 41.14784100000001], [16, -8.623077, 41.147907], [17, -8.623305, 41.147973], [18, -8.623305, 41.14797299999999], [19, -8.623536428571429, 41.14804242857142], [20, -8.623767857142857, 41.14811185714285], [21, -8.623999285714286, 41.14818128571428], [22, -8.624230714285714, 41.14825071428571], [23, -8.624462142857142, 41.14832014285714], [24, -8.62469357142857, 41.14838957142857], [25, -8.624925, 41.148459], [26, -8.624925000000001, 41.148459], [27, -8.6251545, 41.1486345], [28, -8.625384, 41.14881], [29, -8.62542, 41.14899], [30, -8.625456, 41.14917], [31, -8.625492, 41.14935], [32, -8.625528, 41.14953], [33, -8.625563999999999, 41.14971], [34, -8.625599999999999, 41.14989], [35, -8.625635999999998, 41.15007], [36, -8.625671999999998, 41.15025], [37, -8.625707999999998, 41.15043], [38, -8.625743999999997, 41.15061], [39, -8.625779999999997, 41.15079], [40, -8.62578, 41.15078999999999], [41, -8.625818571428573, 41.15098285714285], [42, -8.625857142857145, 41.151175714285706], [43, -8.625895714285717, 41.15136857142856], [44, -8.625934285714289, 41.15156142857142], [45, -8.62597285714286, 41.15175428571428], [46, -8.626011428571433, 41.15194714285713], [47, -8.626050000000005, 41.15213999999999], [48, -8.626050000000001, 41.15214], [49, -8.626131, 41.152365], [50, -8.626212, 41.15259], [51, -8.626464, 41.152568625], [52, -8.626716, 41.15254725], [53, -8.626968, 41.152525875], [54, -8.62722, 41.15250449999999], [55, -8.627472, 41.15248312499999], [56, -8.627723999999999, 41.15246174999999], [57, -8.627975999999999, 41.15244037499998], [58, -8.628227999999998, 41.15241899999998], [59, -8.628228, 41.152419], [60, -8.62848490909091, 41.15243618181818], [61, -8.628741818181819, 41.15245336363636], [62, -8.628998727272728, 41.15247054545454], [63, -8.629255636363638, 41.15248772727272], [64, -8.629512545454547, 41.1525049090909], [65, -8.629769454545457, 41.15252209090908], [66, -8.630026363636366, 41.15253927272726], [67, -8.630283272727276, 41.15255645454544], [68, -8.630540181818185, 41.15257363636362], [69, -8.630797090909095, 41.1525908181818]]",78.0
0,"[[71, -8.608896, 41.15814300000001], [72, -8.608896, 41.158143]]",15.0
0,"[[64, -8.609283000000001, 41.15694599999999], [65, -8.609283000000001, 41.156946], [66, -8.609283000000001, 41.157279]]",20.0
0,"[[7, -8.614323, 41.14796399999999], [8, -8.614323, 41.147964]]",15.0
3,"[[28, -8.625122000000001, 41.148737], [29, -8.625202000000002, 41.148925000000006], [30, -8.625282000000002, 41.14911300000001], [31, -8.625362000000003, 41.14930100000001], [32, -8.625442000000003, 41.14948900000001], [33, -8.625522000000004, 41.14967700000001], [34, -8.625602000000004, 41.14986500000001], [35, -8.625682000000005, 41.150053000000014], [36, -8.625762000000005, 41.150241000000015], [37, -8.625762, 41.150241], [38, -8.625787615384615, 41.15042030769231], [39, -8.62581323076923, 41.15059961538461], [40, -8.625838846153846, 41.15077892307692], [41, -8.62586446153846, 41.15095823076923], [42, -8.625890076923076, 41.15113753846153], [43, -8.625915692307691, 41.15131684615384], [44, -8.625941307692306, 41.15149615384615], [45, -8.625966923076922, 41.15167546153845], [46, -8.625992538461537, 41.15185476923076], [47, -8.626018153846152, 41.152034076923066], [48, -8.626043769230767, 41.15221338461537], [49, -8.626069384615382, 41.15239269230768], [50, -8.626094999999998, 41.15257199999999]]",33.0
0,"[[18, -8.623719, 41.14805399999999], [19, -8.623719, 41.148054]]",25.0
0,"[[94, -8.631297, 41.15266200000001]]",10.0
0,"[[88, -8.630055750000002, 41.15259075], [89, -8.630304000000002, 41.152605], [90, -8.630552250000003, 41.15261925], [91, -8.630800500000003, 41.1526335]]",13.0
3,"[[49, -8.625252600000005, 41.14911960000001], [50, -8.625430800000006, 41.149243800000015], [51, -8.625609000000006, 41.14936800000002], [52, -8.625609, 41.149368], [53, -8.625632785714286, 41.14954864285715], [54, -8.625656571428571, 41.14972928571429], [55, -8.625680357142857, 41.14990992857144], [56, -8.625704142857142, 41.150090571428585], [57, -8.625727928571427, 41.15027121428573], [58, -8.625751714285713, 41.15045185714288], [59, -8.625775499999998, 41.15063250000002], [60, -8.625799285714283, 41.15081314285717], [61, -8.625823071428568, 41.15099378571431], [62, -8.625846857142854, 41.15117442857146], [63, -8.625870642857139, 41.15135507142861], [64, -8.625894428571424, 41.15153571428575], [65, -8.62591821428571, 41.151716357142895], [66, -8.625941999999995, 41.15189700000004], [67, -8.625942, 41.151897000000005], [68, -8.625951, 41.15205], [69, -8.626032, 41.152236], [70, -8.626113, 41.152422], [71, -8.626194, 41.152608], [72, -8.626194000000002, 41.152608], [73, -8.626459500000001, 41.152593375], [74, -8.626725, 41.15257875], [75, -8.6269905, 41.152564125000005], [76, -8.627256, 41.152549500000006], [77, -8.627521499999999, 41.15253487500001], [78, -8.627786999999998, 41.15252025000001], [79, -8.628052499999997, 41.15250562500001], [80, -8.628317999999997, 41.15249100000001], [81, -8.628318, 41.152491000000005], [82, -8.62856625, 41.15250525], [83, -8.6288145, 41.1525195], [84, -8.629062750000001, 41.15253375], [85, -8.629311000000001, 41.152548], [86, -8.629559250000002, 41.15256225]]",47.0
3,"[[29, -8.62128, 41.147406], [30, -8.621511545454545, 41.14747145454545], [31, -8.62174309090909, 41.14753690909091], [32, -8.621974636363635, 41.147602363636366], [33, -8.62220618181818, 41.14766781818182], [34, -8.622437727272725, 41.14773327272728], [35, -8.62266927272727, 41.147798727272736], [36, -8.622900818181815, 41.14786418181819], [37, -8.62313236363636, 41.14792963636365], [38, -8.623363909090905, 41.14799509090911], [39, -8.62359545454545, 41.14806054545456], [40, -8.623826999999995, 41.14812600000002], [41, -8.623827, 41.148126], [42, -8.624005200000001, 41.1482502], [43, -8.624183400000001, 41.1483744], [44, -8.624361600000002, 41.1484986], [45, -8.624539800000003, 41.148622800000005]]",26.0
0,"[[25, -8.62062042857143, 41.14764514285713], [26, -8.620840285714287, 41.14756542857141]]",14.0
0,"[[20, -8.619741, 41.14796400000001], [21, -8.619741, 41.147964]]",11.0
0,"[[4, -8.617526999999999, 41.14723499999999], [5, -8.617526999999999, 41.147235]]",12.0
0,"[[80, -8.627975999999997, 41.15252250000001]]",10.0
0,"[[75, -8.626693500000002, 41.15262375], [76, -8.62695, 41.152603500000005], [77, -8.6272065, 41.152583250000006], [78, -8.627462999999999, 41.15256300000001]]",14.0
0,"[[54, -8.625498000000002, 41.149603999999975], [55, -8.625621000000002, 41.14977399999997], [56, -8.625744000000003, 41.14994399999997], [57, -8.625744000000001, 41.149944], [58, -8.62576690909091, 41.15013136363636], [59, -8.625789818181818, 41.150318727272726], [60, -8.625812727272727, 41.15050609090909], [61, -8.625835636363636, 41.150693454545454], [62, -8.625858545454545, 41.15088081818182], [63, -8.625881454545453, 41.15106818181818], [64, -8.625904363636362, 41.15125554545455], [65, -8.625927272727271, 41.15144290909091], [66, -8.62595018181818, 41.15163027272728], [67, -8.625973090909088, 41.15181763636364], [69, -8.625996, 41.152005], [70, -8.626106250000001, 41.15216475], [71, -8.626216500000002, 41.1523245], [72, -8.626326750000002, 41.15248425]]",29.0
0,"[[49, -8.624883, 41.14875399999999]]",10.0
1,"[[25, -8.620119000000003, 41.14763099999999], [26, -8.620118999999999, 41.147631], [27, -8.620378714285714, 41.147625857142856], [28, -8.620638428571429, 41.14762071428572], [29, -8.620898142857143, 41.147615571428574], [30, -8.621157857142858, 41.14761042857143], [31, -8.621417571428573, 41.14760528571429], [32, -8.621677285714288, 41.14760014285715], [33, -8.621937000000003, 41.14759500000001], [34, -8.621937, 41.147595], [35, -8.622162000000001, 41.14766325], [36, -8.622387000000002, 41.14773149999999], [37, -8.622612000000002, 41.14779974999999], [38, -8.622837000000002, 41.14786799999999], [39, -8.623062000000003, 41.14793624999999], [40, -8.623287000000003, 41.14800449999999], [41, -8.623512000000003, 41.14807274999998], [42, -8.623737000000004, 41.14814099999998], [43, -8.623962000000004, 41.14820924999998], [44, -8.624187000000004, 41.14827749999998], [45, -8.624412000000005, 41.148345749999976], [46, -8.624637000000005, 41.14841399999997], [47, -8.624637, 41.148414]]",33.0
0,"[[83, -8.62724025, 41.15256525], [84, -8.62749, 41.152554]]",11.0
1,"[[60, -8.625408749999997, 41.14926900000001], [61, -8.625553874999996, 41.14941750000001], [62, -8.625698999999996, 41.149566000000014], [63, -8.625699, 41.149566], [64, -8.625718999999998, 41.14976], [65, -8.625738999999998, 41.149954], [66, -8.625758999999997, 41.150148], [67, -8.625778999999996, 41.150342], [68, -8.625798999999995, 41.150536], [69, -8.625818999999995, 41.15073], [70, -8.625838999999994, 41.150924], [71, -8.625858999999993, 41.151118], [72, -8.625878999999992, 41.151312], [73, -8.625879, 41.151312], [74, -8.625906, 41.151549], [75, -8.625933000000002, 41.151786], [76, -8.625960000000003, 41.152023], [77, -8.625960000000001, 41.152023], [78, -8.626050000000001, 41.15223], [79, -8.6262705, 41.15241449999999], [80, -8.626491, 41.152599], [81, -8.62674075, 41.15258775]]",31.0
1,"[[42, -8.622098999999999, 41.14764], [43, -8.622320727272726, 41.14770709090909], [44, -8.622542454545453, 41.147774181818185], [45, -8.62276418181818, 41.14784127272728], [46, -8.622985909090907, 41.14790836363637], [47, -8.623207636363635, 41.14797545454546], [48, -8.623429363636362, 41.14804254545455], [49, -8.623651090909089, 41.14810963636364], [50, -8.623872818181816, 41.148176727272734], [51, -8.624094545454543, 41.14824381818183], [52, -8.62431627272727, 41.14831090909092], [53, -8.624537999999998, 41.14837800000001], [54, -8.624538, 41.148378], [55, -8.624683124999999, 41.1485265], [56, -8.624828249999998, 41.148675], [57, -8.624973374999998, 41.148823500000006]]",25.0
1,"[[33, -8.620280999999997, 41.14753200000003], [34, -8.620281, 41.147532000000005], [35, -8.620540714285715, 41.14754742857144], [36, -8.62080042857143, 41.14756285714287], [37, -8.621060142857145, 41.147578285714296], [38, -8.62131985714286, 41.147593714285726], [39, -8.621579571428574, 41.14760914285716], [40, -8.62183928571429, 41.14762457142859]]",17.0
0,"[[82, -8.607726000000001, 41.16042], [83, -8.607726000000001, 41.16042000000001]]",12.0
0,"[[51, -8.609211, 41.154894], [52, -8.609211, 41.155081875], [53, -8.609211, 41.15526975], [54, -8.609211, 41.155457625], [55, -8.609211, 41.155645500000006], [56, -8.609211, 41.15583337500001], [57, -8.609211, 41.15602125000001], [58, -8.609211, 41.15620912500001], [59, -8.609211, 41.15639700000001], [60, -8.609211, 41.156397]]",49.0
0,"[[137, -8.625459857142861, 41.14940657142856], [138, -8.625543428571433, 41.14957628571427], [139, -8.625627000000005, 41.14974599999998], [140, -8.625627000000001, 41.149746], [141, -8.625653100000001, 41.1499269], [142, -8.6256792, 41.15010780000001], [143, -8.6257053, 41.15028870000001], [144, -8.6257314, 41.150469600000015], [145, -8.625757499999999, 41.15065050000002], [146, -8.625783599999998, 41.15083140000002], [147, -8.625809699999998, 41.151012300000026], [148, -8.625835799999997, 41.15119320000003], [149, -8.625861899999997, 41.151374100000034], [150, -8.625887999999996, 41.15155500000004], [151, -8.625888000000002, 41.15155500000001], [152, -8.625936600000001, 41.15175120000001], [153, -8.6259852, 41.151947400000005], [154, -8.6260338, 41.1521436], [155, -8.6260824, 41.1523398]]",28.0
0,"[[134, -8.625209142857145, 41.14889742857142]]",10.0
1,"[[116, -8.621586, 41.14752300000001], [117, -8.6218245, 41.14758375000001], [118, -8.622063, 41.14764450000001], [119, -8.6223015, 41.147705250000016], [120, -8.62254, 41.14776600000002], [121, -8.6227785, 41.14782675000002], [122, -8.623017, 41.14788750000002], [123, -8.6232555, 41.14794825000003], [124, -8.623494, 41.14800900000003], [125, -8.623494, 41.148009], [126, -8.623715142857144, 41.14808742857143], [127, -8.623936285714286, 41.14816585714286], [128, -8.62415742857143, 41.14824428571429], [129, -8.624378571428572, 41.14832271428571], [130, -8.624599714285715, 41.14840114285714]]",24.0
0,"[[109, -8.62015170731707, 41.14756514634151], [110, -8.620390756097558, 41.14755812195126], [111, -8.620629804878046, 41.14755109756102], [112, -8.620868853658534, 41.14754407317078], [113, -8.621107902439022, 41.147537048780535], [114, -8.62134695121951, 41.14753002439029]]",15.0
0,"[[62, -8.611182, 41.149575], [63, -8.611182, 41.149365], [64, -8.611182, 41.14915500000001], [65, -8.611182, 41.14894500000001], [66, -8.611182, 41.148735000000016], [67, -8.611182, 41.14852500000002], [68, -8.611182, 41.148315000000025], [69, -8.611182, 41.148315]]",17.0
0,"[[56, -8.610822, 41.150448]]",11.0
0,"[[29, -8.610498000000002, 41.14942200000001], [30, -8.610498000000002, 41.149422]]",18.0
0,"[[25, -8.610822, 41.148640285714286]]",11.0
0,"[[22, -8.611065, 41.148054]]",14.0
0,"[[18, -8.611065, 41.147478]]",14.0
0,"[[10, -8.611604999999999, 41.14610999999999]]",10.0
0,"[[5, -8.612397, 41.14599299999999], [6, -8.612397, 41.145993]]",17.0
0,"[[3, -8.6085, 41.147469000000015], [4, -8.6085, 41.14746900000001]]",12.0
0,"[[96, -8.629587, 41.15263500000004], [97, -8.629587, 41.152635]]",15.0
0,"[[66, -8.625888000000002, 41.151915], [67, -8.625888000000002, 41.151906]]",16.0
0,"[[23, -8.620173000000001, 41.14766700000002], [24, -8.620173000000001, 41.147667000000006]]",15.0
0,"[[80, -8.626212, 41.152635000000025], [81, -8.626212, 41.152635]]",14.0
